"","player","team","gp","pim_60","ev_goals_60","ev_assists_60","shot_att_60","shot_pct","thru_pct","ev_60","toi_even","blk_60","hit_60","cf_60","ca_60","corsi_pct","oishot_pct","oisv_pct","off_zs_pct","takeaway_60","giveaway_60","cluster","defense","offense","scoring"
"16","Anthony Bitetto","WPG",51,2.48382923673997,0,0.638394892840857,8.15006468305304,0,51.4,51.0659767141009,12.9,3.88098318240621,11.254851228978,51.3451892384861,57.7291381668947,47.1,10.2,92.2,54.3,1.24191461836999,1.70763260025873,"Stay-at-Home Defender",-1.08870213222879,-4.17756271957261,-2.82414769213652
"17","Anthony DeAngelo","NYR",68,2.14939024390244,0.656295576081672,1.20320855614973,12.1646341463415,10.1,56,50.1707317073171,16.1333333333333,2.60670731707317,2.19512195121951,57.3164803111327,60.5432668935343,48.6,10.5,91.8,55.6,0.731707317073171,2.97256097560976,"Norris Candidate",2.73811478890515,5.27924535953871,7.74441417169488
"18","Anton Stralman","FLA",69,0.577716643741403,0.239549646664271,0.622829081327105,6.93259972489684,5.6,53,51.6788170563961,18.15,3.96148555708391,2.8060522696011,54.4735896514553,60.5581506767278,47.4,9.7,89.3,48.1,1.65061898211829,1.98074277854195,"Forward Playing Defense",-0.697056648250424,2.42173048982775,1.83727275002979
"19","Ben Chiarot","MTL",69,2.29323308270677,0.397936624907885,0.530582166543847,11.0526315789474,6.9,44.2,51.015037593985,19.6666666666667,4.81203007518797,5.71428571428571,65.5268975681651,55.0036845983788,54.4,8,90.9,49.3,0.676691729323308,3.23308270676692,"Forward Playing Defense",1.11692508974066,3.15203746727341,2.20256270313696
"20","Ben Hutton","LAK",65,0.707666385846672,0.220875834036352,0.662627502109058,11.3226621735468,3.5,50.9,54.9241786015164,16.7166666666667,3.84161752316765,2.57792754844145,64.3853056215968,51.6297262059974,55.5,7.3,91.3,46.9,0.606571187868576,2.07245155855097,"Two-Way Player",2.77341768348364,1.85275580976545,0.377308332445214
"21","Brad Hunt","MIN",59,0.403135498320269,0.402486471982469,0.321989177585976,12.2956326987682,7.5,57.9,50.0806270996641,12.6333333333333,2.62038073908175,0.806270996640537,57.4750681990966,57.7970573766826,49.9,7.9,90.3,52.4,1.00783874580067,0.940649496080627,"Two-Way Player",4.10606732823893,1.80817108958443,3.44159568221179
"22","Brady Skjei","TOT",67,1.94805194805195,0.398748373162019,0.697809653033534,10.3463203463203,5.8,58.2,52.1111111111111,17.9666666666667,4.15584415584416,4.45887445887446,55.0272754963587,63.1019300528895,46.6,8.9,89.8,47.2,1.55844155844156,2.38095238095238,"Forward Playing Defense",-1.12497748910308,2.49654795836181,3.45357119712113
"23","Brandon Carlo","BOS",67,1.44314868804665,0.209478921183556,0.785545954438335,7.87172011661808,3.6,61.7,50.1034985422741,17.1,3.32361516034985,5.51020408163265,53.6789735532862,52.1078816444095,50.7,8.7,93.2,52.6,1.35568513119534,1.39941690962099,"Forward Playing Defense",0.969623563495785,0.18484571050989,2.01096466017473
"24","Brandon Davidson","TOT",12,0,0,0,14,0,48.6,56.56,11.7833333333333,8,9.6,60.6789250353607,60.2545968882603,50.2,6.7,88.6,53.4,1.2,3.6,"Stay-at-Home Defender",-0.468573066215054,-2.09694567838245,-5.80394152649421
"25","Brandon Montour","BUF",54,1.5954415954416,0.315357931251971,0.693787448754336,8.71794871794872,5.8,56.2,54.2051282051282,17.6166666666667,3.01994301994302,3.41880341880342,49.763481551561,53.8631346578366,48,10.1,93.4,52.2,0.683760683760684,1.53846153846154,"Forward Playing Defense",0.916377513797503,-0.273997210193395,2.38178040030341
"26","Brayden McNabb","VEG",71,1.68895144264602,0.0502022033189235,0.351415423232464,7.43138634764251,2.7,41.5,50.4644616467276,16.8333333333333,5.61576354679803,8.48698099929627,59.1883977130107,54.3689861943941,52.1,8.2,90.9,47.2,1.35116115411682,1.35116115411682,"Stay-at-Home Defender",-1.27437675365428,-1.77886315244122,-2.68663313285356
"27","Braydon Coburn","TBL",40,1.70818505338078,0.11826544021025,0.354796320630749,10.1423487544484,2.3,46.3,54.1637010676157,12.6833333333333,2.98932384341637,6.29893238434164,59.0144546649146,56.6491458607096,51,10.9,91.8,48.6,0.320284697508897,0.533807829181495,"Stay-at-Home Defender",1.26827007687151,-3.0980848636479,-1.62595722663196
"28","Brendan Guhle","ANA",30,1.171875,0.515574650912997,0.515574650912997,10.546875,10.3,43.3,54.55078125,15.5166666666667,5.0390625,2.4609375,45.6283566058002,57.0998925886144,44.4,7.4,90.2,50.9,0.703125,2.9296875,"Forward Playing Defense",0.284119622344113,0.434508563934308,1.81742565595334
"29","Brendan Smith","NYR",62,6.19186046511628,0.215853219810529,0.431706439621058,7.58720930232558,6.7,51.7,48.4825581395349,8.96666666666667,3.57558139534884,7.84883720930233,46.7322220889795,60.5468281568533,43.6,4.7,90.8,47.1,1.56976744186047,2.09302325581395,"Bottom Pair Player",-2.68976861401592,-6.35380154046946,-1.2432458599503
"30","Brenden Dillon","TOT",69,4.64631422189129,0.0516573396470082,0.619888075764098,6.38868205510052,1.7,40.6,51.891288160834,16.8333333333333,3.3060312732688,8.66716306775875,56.2548428755919,53.3620318553594,51.3,8.5,90,48.1,0.71481757259866,1.16157855547282,"Stay-at-Home Defender",-0.528154947925703,-3.84455512489526,-2.75093268060816
"31","Brent Burns","SJS",70,1.14671163575042,0.307429547395389,0.878370135415396,15.2107925801012,5.3,49.9,46.0764474423834,19.5166666666667,3.87858347386172,2.4283305227656,59.7730877150177,61.1345614249116,49.4,9.7,88.7,51.9,1.65261382799325,2.56323777403035,"Norris Candidate",2.20437073698328,7.46302125002996,4.37066831401139
"32","Brent Seabrook","CHI",32,0.826161790017212,0.238095238095238,0.119047619047619,8.05507745266781,7.5,51.3,52.0481927710843,15.75,6.29948364888124,5.37005163511188,53.6904761904762,67.1428571428571,44.4,7.9,94,46.2,0.309810671256454,2.78829604130809,"Bottom Pair Player",-5.60755733674963,-2.28712841373776,-1.00533751585584
"33","Brett Kulak","MTL",56,0.75,0,0.446871896722939,11.8125,0,53.4,58.7416666666667,16.7833333333333,3.125,3.6875,64.0303589161583,49.0282309547453,56.6,7.1,90.6,50.8,0.8125,2.25,"Two-Way Player",4.57806226166239,0.324686433207127,-2.45716344289385
"34","Brett Pesce","CAR",61,1.21348314606742,0.21578206011928,0.647346180357839,9.97752808988764,3.8,46.8,49.9880149812734,18.2333333333333,4.08988764044944,0.98876404494382,59.0703389576528,52.9744957592831,52.7,9.1,91.2,49.2,1.8876404494382,1.75280898876405,"Two-Way Player",2.034245139568,3.62821522946047,1.57526833615099
"35","Brian Dumoulin","PIT",28,1.01694915254237,0,0.705144946461217,8.13559322033898,2.9,43.8,51.9186440677966,18.2333333333333,3.5593220338983,4.47457627118644,62.5228519195612,47.4797597283886,56.8,12.5,89.3,50.3,1.32203389830508,1.32203389830508,"Two-Way Player",3.21298750365274,2.31846250734588,0.190880158683166
"36","Brian Lashoff","DET",9,2.74809160305344,0,0.504413619167718,5.0381679389313,0,54.5,54.4809160305344,13.2166666666667,3.20610687022901,7.32824427480916,45.9016393442623,47.9192938209332,48.9,5.7,97.9,52.5,0,0.916030534351145,"Healthy Scratch",-1.07852206159226,-8.88409116938784,-4.99493622225999
"37","Cale Fleury","MTL",41,0.612244897959184,0.10840108401084,0,10.6122448979592,2.2,43.3,56.4795918367347,13.5,4.59183673469388,10.4081632653061,57.0189701897019,56.6937669376694,50.1,5.6,92.3,56.4,0.510204081632653,3.16326530612245,"Stay-at-Home Defender",1.51606185452277,-4.03642071521965,-5.23692775229423
"38","Cale Makar","COL",57,0.601001669449082,0.502749410840534,1.44540455616654,13.6227045075125,9.9,44.5,47.8171953255426,16.75,2.35392320534224,2.25375626043406,61.6496465043205,56.1822466614297,52.3,10.6,90.7,62.1,1.70283806343907,2.00333889816361,"Norris Candidate",7.23598308892615,8.44379967457618,7.48410853682588
