"","order","plot_id","cluster","pp_id","poss_id","game_date","Home.Team","Away.Team","Period","Clock","Home.Team.Skaters","Away.Team.Skaters","Home.Team.Goals","Away.Team.Goals","Team","Player","Event","X.Coordinate","Y.Coordinate","Detail.1","Detail.2","Detail.3","Detail.4","event_id","o_zone","poss_succ","poss_type","rush","zone_pass","rush_pass","corsi","shot","fenwick","high_danger","goal","recep_dum","d_zone"
"1","1","20180211canoar_2_302_8","Diagonal","20180211canoar_2_302",8,"2018-02-11","can","oar",2,"2:45",4,5,3,0,"oar","Anna Shokhina","Puck Recovery",5,36,"","","","",8,0,1,"Dumped",1,0,0,0,0,0,0,0,0,1
"2","1","20180211canoar_2_302_8","Diagonal","20180211canoar_2_302",8,"2018-02-11","can","oar",2,"2:42",4,5,3,0,"oar","Anna Shokhina","Play",61,53,"Direct","","","",9,0,1,"Dumped",1,0,1,0,0,0,0,0,0,1
"3","1","20180211canoar_2_302_8","Diagonal","20180211canoar_2_302",8,"2018-02-11","can","oar",2,"2:42",4,5,3,0,"oar","Yelena Dergachyova","Play Reception",95,9,"Direct","","","",9.5,0,1,"Dumped",1,0,0,0,0,0,0,0,1,1
"4","1","20180211canoar_2_302_8","Diagonal","20180211canoar_2_302",8,"2018-02-11","can","oar",2,"2:40",4,5,3,0,"oar","Yelena Dergachyova","Dump In/Out",120,4,"Retained","","","",10,0,1,"Dumped",1,0,0,0,0,0,0,0,0,1
"5","1","20180211canoar_2_302_8","Diagonal","20180211canoar_2_302",8,"2018-02-11","can","oar",2,"2:40",4,5,3,0,"oar","Yelena Dergachyova","Zone Entry",120,4,"Dumped","","","",11,0,1,"Dumped",1,0,0,0,0,0,0,0,0,1
"6","1","20180211canoar_2_302_8","Diagonal","20180211canoar_2_302",8,"2018-02-11","can","oar",2,"2:36",4,5,3,0,"oar","Anna Shokhina","Puck Recovery",197,44,"","","","",12,1,1,"Dumped",0,0,0,0,0,0,0,0,0,1
"7","1","20180211canoar_2_302_8","Diagonal","20180211canoar_2_302",8,"2018-02-11","can","oar",2,"2:36",4,5,3,0,"oar","Anna Shokhina","Play",197,44,"Direct","","","",13,1,1,"Dumped",0,1,0,0,0,0,0,0,0,1
"8","1","20180211canoar_2_302_8","Diagonal","20180211canoar_2_302",8,"2018-02-11","can","oar",2,"2:36",4,5,3,0,"oar","Alevtina Shtaryova","Play Reception",191,66,"Direct","","","",13.5,1,1,"Dumped",0,0,0,0,0,0,0,0,1,1
"9","1","20180211canoar_2_302_8","Diagonal","20180211canoar_2_302",8,"2018-02-11","can","oar",2,"2:34",4,5,3,0,"oar","Alevtina Shtaryova","Play",194,69,"Direct","","","",14,1,1,"Dumped",0,1,0,0,0,0,0,0,0,1
"10","1","20180211canoar_2_302_8","Diagonal","20180211canoar_2_302",8,"2018-02-11","can","oar",2,"2:34",4,5,3,0,"oar","Nina Pirogova","Play Reception",139,79,"Direct","","","",14.5,1,1,"Dumped",0,0,0,0,0,0,0,0,1,1
"11","1","20180211canoar_2_302_8","Diagonal","20180211canoar_2_302",8,"2018-02-11","can","oar",2,"2:31",4,5,3,0,"oar","Nina Pirogova","Play",130,67,"Direct","","","",15,1,1,"Dumped",0,1,0,0,0,0,0,0,0,1
"12","1","20180211canoar_2_302_8","Diagonal","20180211canoar_2_302",8,"2018-02-11","can","oar",2,"2:31",4,5,3,0,"oar","Maria Batalova","Play Reception",134,33,"Direct","","","",15.5,1,1,"Dumped",0,0,0,0,0,0,0,0,1,1
"13","1","20180211canoar_2_302_8","Diagonal","20180211canoar_2_302",8,"2018-02-11","can","oar",2,"2:30",4,5,3,0,"oar","Maria Batalova","Shot",134,33,"Slapshot","Missed","f","t",16,1,1,"Dumped",0,0,0,1,0,1,1,0,0,1
